"KEY_ID","ENDC","CMNTS"
"GSS2577","S2AG:Y | P1MO:LY | S2AG:LY | P2AG:LY | P2AG:LY | P23A:LY | E102:LY | P2HE:LY | BR_GO_CRISTALINA_AGRITER_2024:01:Light Yellow | P3AG:LY | P23H:LY | BR_SP_Guaíra_PREDILECTA_2024:01:Light Yellow | P1AG:LY | P1FU:LY | P3SF:LY | P1SF:LY | D103:LY | P23A:LY | P2MO:LY | P3MO:LY | P23H:LY | BR_GO_CRISTALINA_FUGINI:Light Yellow | P3OD:LY | BR_GO_CRISTALINA_FUGINI:Light Yellow | P1FU:LY | B106:LY | BR_GO_CRISTALINA_FUGINI:Light Yellow | E202:LY | S2AG:LY | P1MO:LY | E102:LY | B103:LY | BR_GO_MORRINHOS:Light Yellow | BR_SP_Guaíra_PREDILECTA_2024:01:Light Yellow | P3SF:LY | P2AG:LY | P1MO:LY | BR_GO_CRISTALINA_FUGINI:Light Yellow | P1FU:LY | P3AG:LY | P2FU:LY | A202:LY | E204:LY | E206:LY | A203:LY | S1AG:LY | S2AG:LY | P1FU:LY | B105:LY | B107:LY | S2AG:LY | S2AG:LY | P1MO:LY | B103:LY | B102:LY | E202:LY | P1SF:LY | D105:LY | P3MO:LY | P2FU:LY | E202:LY | A202:LY | D106:LY | P2AG:LY | B102:LY | D105:Y | P2FU:LY | E205:LY | P3FU:LY | P2MO:LY | E103:LY | BR_GO_MORRINHOS:Light Yellow | P3AG:LY | A205:LY | P1MO:LY | P2OD:LY | P3FU:LY | A203:LY | B103:LY | P1FU:LY | P2MO:LY | D105:LY | P23M:LY | S2FU:LY | BR_SP_Guaíra_PREDILECTA_2024:01:Light Yellow | S2AG:LY | D107:LY | P2SF:LY | P1AG:LY | P23S:LY | BR_GO_CRISTALINA_FUGINI:Yellow | E202:LY | D106:LY | P3FU:LY | E206:LY | P2MO:LY | E106:LY | E202:LY | P23F:LY | S2FU:LY | P1AG:LY | P23M:LY | A201:LY | P2MO:LY | D105:LY | D105:LY | P23M:LY | P3FU:LY | E202:LY | P1FU:LY | D105:Y | P23C:LY | B102:LY | P3MO:LY | B107:LY | P1MO:LY | A202:LY | P23S:LY | S2FU:LY | B102:LY | S2AG:LY | D105:Y | P3OD:LY | P2MO:LY | S2FU:LY | P1OD:LY | P2FU:LY | P3HE:LY | P3MO:LY | A203:LY | P3HE:LY | P3OD:LY | P2FU:LY | P23A:LY | B106:LY | P1FU:LY | B105:LY | P2HE:LY | BR_GO_CRISTALINA_AGRITER_2024:01:Light Yellow | P2OD:LY | A202:LY | E102:LY | P2SF:LY | P2SF:LY | S1AG:LY | E102:LY | P3MO:LY | E102:LY | E104:LY | P3MO:LY | P3FU:LY | P3MO:LY | P2AG:LY | A203:LY | P2MO:LY | D102:LY | D103:LY | P2FU:LY | A203:LY | S1AG:Y | P2FU:LY | P3AG:LY | B102:LY | P1AG:LY | A203:LY | B103:LY | P3MO:LY | E205:LY | P23H:LY | A203:LY | S2FU:LY | P2SF:LY | P23M:LY | D105:LY | E204:LY | A203:LY | P1FU:LY | P3HE:LY | D107:Y | P2MO:LY | P3SF:LY | P3SF:LY | P3MO:LY | P3FU:LY | A205:LY | BR_SP_Guaíra_PREDILECTA_2024:01:Light Yellow | P1MO:LY | S2FU:LY | P1MO:LY | P2FU:LY | P23C:LY | BR_GO_MORRINHOS:Light Yellow | P3MO:LY | B103:LY | D106:LY | P23M:LY | P23H:LY | P1FU:LY | BR_GO_CRISTALINA_AGRITER_2024:01:Light Yellow | P23F:LY | S2FU:LY | S2FU:LY | P2MO:LY | BR_GO_CRISTALINA_AGRITER_2024:01:Light Yellow | D105:LY | E202:LY | P3AG:LY | B103:LY | D102:LY | P3SF:LY | P23A:LY | D107:LY | P2SF:LY | P3FU:LY | P3HE:LY | P23F:LY | BR_GO_MORRINHOS:Light Yellow | A203:LY | P2HE:LY | BR_GO_CRISTALINA_FUGINI:Light Yellow | D107:LY | P3AG:LY | E202:LY | P1MO:LY | P3FU:LY | P23S:LY | P3OD:LY | P2MO:LY | BR_GO_MORRINHOS:Light Yellow | D104:LY | A203:LY | P2HE:LY | D107:LY | E104:LY | P3HE:LY | S2FU:LY | S2AG:LY | P23F:LY | A201:LY | A203:LY | P23S:LY | P2SF:LY | D104:LY | P1OD:LY | P2AG:LY | B103:LY | P1FU:LY | P2HE:LY | P1FU:LY | A201:LY | P2HE:LY | P3HE:LY | D105:LY | S2AG:Y | P3SF:LY | A203:LY | E202:LY | BR_GO_CRISTALINA_AGRITER_2024:01:Light Yellow | D105:Y | E103:LY | B103:LY | BR_GO_CRISTALINA_AGRITER_2024:01:Light Yellow | BR_GO_MORRINHOS:Light Yellow | E106:LY | B103:LY | P1AG:LY | P23M:LY","BR_GO_GOIATUBA_HEINZ_2024:01:Padrao de espiga bem melhor que 76 | BR_GO_GOIATUBA_HEINZ_2024:01:Tirando hsc nao esta ruim nao, bem espigado | E202:20/jan | P3MO:04/jul | A201:22/jan | E103:10/jun | P3MO:19/jun | P3HE:20/jun | P1FU:08/fev | A201:22/jan | B106:15/jan | P23M:algumas plantas travadas, apresenta maior desun… | A201:20/jan | P2FU:26/jun | D105:09/jun | P23A:08/fev | A203:high quality; medium ear  | S2AG:12/jul | P2FU:20/jun | E101:06/jun | P1AG:02/02 ponta  | P3FU:28/jun | P2MO:17/jun | P23A:02/02 | A201:20/jan | P2FU:10/fev | P3FU:10/fev | P2OD:05/jul | A201:strong quality  | P2FU:03/dez | P1FU:08/fev | D103:11/jun | E202:20/jan | P2SF:11/fev | S2AG:09/fev | P3MO:17/fev | E201:21/jan | D103:11/jun | P1FU:22/jun | P1MO:03/jul | P3MO:27/jun | A202:19/jan | E106:13/jun | P2HE:14/fev | P2MO:18/fev | S2FU:3;5 | P3SF:pouco melhor de enfezamento tf pouco pior | S2AG:07/fev | S2FU:7 | S2FU:3;6 | P2AG:15/jul | S2AG:09/fev | P23C:01/nov | P3FU:09/fev | A202:19/jan | E204:23/jan | A202:16/jan | P1AG:06/fev | E101:08/jun | E104:12/jun | A203:14/jan | A201:2577 bom | B103:08/jun | E202:20/jan | P2HE:20/jun | S1AG:24/jun | P1FU:08/fev | A201:22/jan | P1FU:27/jun | P2MO:24/jan | P3HE:v | P23F:ponta e espigas estragadas | A201:17/01 | A202:16/jan | S2FU:3;5 | S2FU:7 | E201:19/jan | A201:2577 bom | D105:09/jun | A203:15/01 | P2SF:29/jun | A203:14/jan | D105:11/jun | P1AG:12/jul | P3FU:20/jun | P1AG:02/02 apesar do tf parcela boa  | P23M:cs foliar e ponta | A202:19/jan | S2FU:23/jun | E202:20/jan | P3AG:07/fev | P23A:08/fev | A203:tip fill  | S2FU:6 | E202:20/jan | D102:07/jun | A202:parcela melhor  | S1AG:22/jun | S2FU:3;5 | A203:strong quality  | P2AG:15/jul | E102:07/jun | S2FU:09/fev | P2FU:09/fev | P2SF:09/fev | D107:07/jun | S2AG:21/jun | P2SF:bem espigado | P3MO:24/jan | D106:11/jun | A201:2577 | A201:2577 bom | B102:10/jun | S2AG:14/jul | A203:good quality  | P3SF:25/jun | S2FU:3;5 | E104:12/jun | P3SF:10/jul | S1AG:24/jun | S2FU:09/fev | P3AG:14/jul | P2SF:foliar bom, plantas mortas | E206:21/jan | A202:17/01 | A201:low KRN | B102:08/jun | A201:22/jan | P3AG:07/fev | P2SF:23/nov | P1FU:10/fev | E106:13/jun | S2FU:25/jun | S2FU:07/fev | S1AG:24/jun | P3SF:25/jun | P1MO:27/jun | D105:09/jun | S2AG:09/fev | P3MO:15/fev | P1MO:03/jul | A202:bad ear  | P23A:02/02 | A203:14/jan | A203:low row count | A202:16/jan | S2FU:27/jun | E201:21/jan | P23M:ponta e cs  | A203:12/jan | P2FU:09/fev | S1AG:22/jun | P2HE:14/fev | A201:20/jan | A203:12/jan | D104:09/jun | E201:muita sadio foliar, tf ruim  | P2SF:21/nov | A203:high sugar | A202:good quality nice ear, no depth | A202:good quality  | A201:2577 bom | A201:20/jan | D105:11/jun | A202:21/jan | B103:10/jun | P3GV:21/nov | P3OD:07/jul | E201:tf prejudicado  | P3SF:09/fev | A202:WO TIPFill; good plant ; WO Spirku  | S1FU:22/jun | B103:10/jun | P1MO:espiga melhor que 2576 | S1AG:14/jul | S2AG:07/fev | A201:2577 bom | S1FU:3;5 | A201:22/jan | P3FU:26/06 | P1AG:12/jul | A201:D | S2FU:6 | P2AG:plantas mortas | A203:acamado | P3SF:foliar sadio, planta vigorosa, espiga maturação desuniforme, hsc e tf comprometido  | P3OD:07/jul | A201:2577 bom | B106:15/jan | S2FU:05/fev | D107:07/jun | P1AG:02/02 | P3FU:09/fev | S2FU:21/jun | P1OD:07/jul | D105:09/jun | P23A:02/02 enfezou mais | P3FU:20/jun | S1AG:22/jun | S2FU:3;6 | P2MO:30/nov | P3OD:07/jul | D107:07/jun | P2FU:20/jun | P3FU:28/jun | P2FU:03/dez | A201:2577 | P3HE:20/jun | P2GV:21/nov | E202:20/jan | S2FU:6 | P23M:03/nov | S1FU:3;5 | P2FU:26/jun | P1MO:19/jun | A201:15/jan | S2FU:3;5 | P23A:08/fev | P2OD:07/jul | A201:D | P2GV:21/nov | A203:12/jan | A202:16/jan | B103:08/jun | S2FU:5 | A201:20/jan | D105:11/jun | S2AG:12/jul | P3MO:04/jul | P1AG:08/fev | A203:14/jan | E102:07/jun | P2SF:10/jul | E201:19/jan | S1FU:3;5 | A201:2577 bom | D104:09/jun | P3GV:21/nov | A203:12/jan | P3FU:26/06 | P3MO:30/nov | A203:good quality  | S1FU:26/jun | A203:strong quality  | P23F:somente ponta, padrão de espiga melhor, planta limpa | S2AG:23/jun | A201:17/01 | E101:06/jun | A205:27/jan | P1FU:6 | A201:22/jan | P1SF:estragou bastante espiga | A201:2577 | A202:19/jan | S1FU:3;5 | P3HE:13/fev | E202:18/jan | P23C:01/nov | A203:gods quality  | B102:10/jun | A202:19/jan | P1MO:padrão de planta bom, maturação bem irregular  | S2AG:19/jun | A201:15/jan | E102:09/jun | A201:24/jan | S2AG:07/fev | E205:23/jan | S2AG:21/jun | A202:wrong plot is 9631  | S2AG:19/jun | P23M:03/nov | S2FU:25/jun | P3HE:13/fev | S2FU:07/fev | A203:not deep kernels | S2FU:6 | A201:20/jan | D105:09/jun | E205:23/jan | S2AG:09/fev | P2MO:04/jul | A203:good qual, shallow kernels  | P1FU:7 | E202:20/jan | P2HE:20/jun | P23F:ponta, estragou um pouco as mais expostas | B103:10/jun | A205:25/jan | A201:2577 | B107:16/jun | P3MO:27/jun | D105:13/jun | S1FU:enfezamento  | P2MO:24/jan | E103:12/jun | P1MO:19/jun | P1SF:11/fev | D106:11/jun | P23H:muito desuniforme  | A202:this plot 9631 | E102:07/jun | P1MO:27/jun | A201:22/jan | A203:shallow kernels, tip fill | P3SF:hsc e tf ruim, foliar segurou, espiga entregou  | P23S:apesar do tf a planta suportou ambiente e não perdeu espiga igual 9631 | S1FU:3;5 | P3MO:30/nov | S2AG:ponta exposta | D105:11/jun | P23S:planta limpa, hsc e tf ruim  | A201:2577 | P3AG:14/jul | S2AG:14/jul | P1SF:09/fev | S2FU:27/jun | S2AG:14/jul | P23C:menos sintomas foliares de enfezamento e tf ruim padrão de espiga reduzido pelo enfezamento  | P23C:vários sintomas e bem desuniforme pior parcela do 2577 | S1AG:12/jul | P1FU:27/jun | A201:17/01 | A201:20/jan | A201:2577 | B103:08/jun | P3FU:04/dez | P2MO:18/fev | S2FU:01/fev | A201:2577 | P23M:algumas plantas afetadas, bem desuniforme | P3SF:21/nov | A202:23/jan | A202:19/jan | A202:no depth | P2MO:27/jun | S2FU:5 | D107:09/jun | D105:09/jun | E204:23/jan | P3FU:10/fev | E101:06/jun | A202:good quality but poor tip fill, ok plant | P3MO:desuniform ears  | P2MO:27/jun | E201:21/jan | P3SF:10/jul | P1AG:08/fev | A203:14/jan | E101:06/jun | P2FU:10/fev | E206:21/jan | P23A:02/02 | P23H:várias pontas, 1 espiga dlbs ciclo atrapalha e afeta mais até ponto de colheita  | S2FU:23/jun | A201:smaller ear no kernel depth, good qual | S1AG:24/jun | S1FU:26/jun | B103:08/jun | P3MO:19/jun | D102:07/jun | P2SF:10/jul | P2MO:04/jul | A201:15/jan | P1FU:22/jun | P1OD:07/jul | S1FU:24/jun | D107:07/jun | E201:21/jan | A203:14/jan | B103:10/jun | S2FU:3;5 | S2AG:09/fev | S1AG:12/jul | A201:20/jan | P2AG:08/fev | E201:19/jan | A203:14/jan | A201:no kernel depth, poor tip fill | A202:17/01 | A201:18/jan | A203:poor tip fill | A201:2577 | D105:11/jun | E201:21/jan | A201:22/jan | P2OD:07/jul | P2SF:27/jun | P2MO:30/nov | P2AG:08/fev | P1MO:calibre melhor, ponta bem pior | A201:ok qual, husk cover not great | P23F:apesar de está melhor granado, msm assim a ponta abre  | S2FU:09/fev | B103:08/jun | P23H:melhor que anterior apesar do enfezamento quase igual, melhor espigado  | P23M:data | B107:16/jun | P2OD:05/jul | P23M:pontas expostas pelo enfezamento  | B105:16/jun | B102:12/jun | E202:22/jan | D106:09/jun | P3OD:07/jul | P2MO:17/jun | S2FU:27/jun | P3FU:04/dez | A201:good plant, WO HSC | S2FU:07/fev | A201:2577 medio | S2AG:09/fev | P3SF:09/fev | A203:14/jan | E101:06/jun | P3MO:24/jan | S2FU:21/jun | E102:07/jun | A201:2577 | S2FU:3;5 | P3SF:23/nov | A202:17/01 | P23C:poucos sintomas, desuniforme manteve  | E101:06/jun | P23H:várias pontas expostas  | B102:12/jun | P23A:06/fev | P23M:melhor espigado, algumas pontas | B105:14/jun | S1FU:24/jun"
"GSS41243","P1FU:LY | D104:LY | P2MO:LY | D105:Y | B103:LY | B102:LY | P3FU:LY | B103:LY | D107:LY | P2MO:Y | B103:LY | P2FU:LY | P3AG:Y | D106:Y | D103:LY | P2AG:Y | S2AG:LY | P3FU:LY | D102:LY | P1FU:LY | B103:LY | P2HE:Y | B103:LY | D105:Y | B103:LY | D107:LY | B102:LY | D105:Y | S2FU:LY | P3AG:Y | S2FU:LY | S2FU:LY | P2FU:LY | S2FU:LY | S2AG:Y | D105:Y | P1MO:LY | P2OD:Y | P2SF:Y | B107:LY | B102:LY | P3MO:Y | D103:LY | D105:Y | P2HE:LY | S1AG:Y | P1OD:LY | S2FU:LY | B103:LY | P3HE:LY | D107:LY | P3OD:LY | P1FU:LY | D107:LY | P2HE:LY | P3MO:LY | P3OD:LY | P3HE:Y | B103:LY | B102:LY | P3FU:LY | P1FU:LY | A205:LY | P3FU:LY | B107:LY | P3MO:LY | P3OD:Y | P2AG:Y | P1OD:LY | B103:LY | P2HE:Y | P1MO:Y | P2FU:LY | S1AG:Y | B105:LY | A205:LY | D106:Y | P3HE:LY | P3MO:LY | P3HE:LY | P2MO:LY | D104:LY | S2FU:LY | D105:Y | S2AG:Y | P1AG:Y | P2OD:Y | P1MO:Y | S2AG:LY | P1AG:Y | S2AG:Y | P3MO:LY | B105:LY | D102:LY | B106:LY | D107:LY | P2FU:LY | P3HE:Y | B106:LY | S2FU:LY | P3HE:LY | P2MO:Y | P3OD:Y | P2MO:LY | S2FU:LY | P2MO:LY | D105:Y | P3MO:Y | P2SF:Y | P2HE:LY | D106:LY | S2FU:LY | P1MO:LY | S1AG:LY | P2HE:LY","P3GV:19/nov | D102:07/jun | B102:10/jun | A202:19/jan | B103:08/jun | S2FU:4;7 | A205:22/jan | B106:11/jan | D105:09/jun | S2AG:1143 | P1MO:enfezado atrasou florescimento | A201:20/jan | P3MO:30% de espigas com euxesta | S2AG:14/jul | P2OD:05/jul | P2FU:euxesta, espiga algumas estragadas | P3GV:19/nov | B103:10/jun | P2HE:gkg | A202:19/jan | S1FU:24/jun | P1OD:03/jul | S2FU:8 | P3HE:9/fev | S2FU:19/jun | D105:09/jun | B103:06/jun | P3MO:20/jan | B102:08/jun | B102:enfezamento  | P2HE:10/fev | P2FU:04/fev | B103:enfezamento  | P3HE:18/jun | S1FU:24/jun | B103:enfezamento  | A202:19/jan | P2OD:05/jul | A201:18/jan | S2FU:7 | B107:13/jun | S2AG:12/jul | B103:08/jun | D106:09/jun | A201:20/jan | B102:08/jun | P1OD:03/jul | D102:07/jun | S1FU:; | A201:243 ruim | D107:07/jun | P2SF:21/nov | P1MO:enfezado atrasou florescimento | D104:07/jun | B103:08/jun | S2FU:23/jun | A202:19/jan | S2FU:4;7 | P3FU:25/jun | A201:243 ruim | S2FU:05/fev | B103:06/jun | P2MO:26/nov | A201:20/jan | D107:07/jun | P1FU:23/jun | P3OD:05/jul | S2FU:4;7 | P3SF:23/nov | D105:11/jun | P2GV:19/nov | S2FU:05/fev | S2FU:21/jun | S2FU:03/fev | S2FU:7 | A201:243 ruim | P3MO:euxesta 30% | S2FU:05/fev | S2FU:6 | A201:243 | S1FU:22/jun | B103:enfezamento  | S2FU:4;7 | A201:18/jan | P3MO:22/jun | A201:20/jan | P2FU:23/jun | A201:18/jan | S2AG:12/jul | S2FU:05/fev | B107:13/jun | D105:09/jun | P2GV:19/nov | B105:14/jun | B105:12/jun | S2FU:7 | B103:06/jun | D105:09/jun | D105:13/jun | P3FU:30/nov | A201:20/jan | S2FU:6 | S1FU:24/jun | A201:20/jan | S1AG:16/jul | P2MO:20/jan | A201:20/jan | P3MO:22/jun | S2FU:03/fev | P3OD:05/jul | P1FU:02/fev | A202:19/jan | P3FU:25/jun | S2FU:23/jun | S2AG:morta | P2FU:dc | B103:enfezamento  | P2FU:29/nov | B102:enfezamento  | A201:243 | S2AG:16/jul | A201:243 | A201:18/jan | P1FU:7 | S2FU:7 | S2FU:4;7 | P1FU:7 | P3HE:18/jun | S1FU:4;7 | S1FU:4;7 | S2FU:4;7 | A202:19/jan | P2FU:29/nov | P3FU:30/nov | P1MO:23/jun | D105:09/jun | B102:08/jun | A202:19/jan | A201:243 enfezamento  | D105:dead | A201:243  | D105:09/jun | P3FU:03/fev | S2FU:4;7 | A201:18/jan | P2SF:21/nov | B103:enfezamento  | S2FU:07/fev | D107:07/jun | P1FU:02/fev | B103:enfezamento  | P3MO:20/jan | A201:243 | A201:243 | D103:11/jun | D106:09/jun | A201:253 ruim | S2FU:25/jun | A202:19/jan | S2AG:16/jul | D106:09/jun | A201:20/jan | S2FU:21/jun | P3SF:21/nov | P2FU:23/jun | B106:11/jan | S1FU:22/jun | D105:09/jun | A201:243 enfezado | S2FU:4;7 | B103:enfezamento  | S1FU:4;7 | S1AG:16/jul | D107:07/jun | S1AG:16/jul | S2FU:25/jun | D103:11/jun | D104:07/jun | B103:08/jun | S2FU:25/jun | S2FU:4;7 | P1MO:23/jun | A201:20/jan | P2MO:23/jun | A201:18/jan | S1FU:4;7 | A201:20/jan | A201:18/jan | D107:07/jun | P2MO:26/nov | A201:243 medio | P2FU:04/fev | A205:22/jan | P3MO:26/nov | B103:06/jun | P3MO:26/nov | S2FU:25/jun | P3FU:03/fev | B103:enfezamento  | P1FU:23/jun | S2FU:8 | P2MO:23/jun | D105:09/jun | S2FU:01/fev | P2MO:20/jan | A201:18/jan | P3HE:9/fev | P2HE:10/fev | B102:enfezamento "
"H-22-AV-BIO-2559","EQV:LY","EQV:planta porte médio , "
"H-22-AV-BIO-2560","EQV:LY | EQV:LY | EQV:LY","EQV:Médio de phaeosphaeira | EQV:very good PHAES, entrou água, espiga mais desuniforme  | EQV:pouco de phaeosphaeira"
"H-22-AV-BIO-2561","EQV:LY | EQV:LY | EQV:LY","EQV:pouco de Phaeosfera  | EQV:high pressure Phaeosphaeria | EQV:Médio phaeosphaeira | EQV:planta alta ,  | EQV:I | EQV:colmo frágil  | EQV:data | EQV:bad to PHAES , LDG "
"H-22-AV-BIO-2562","EQV:LY | EQV:LY | EQV:LY","EQV:Média de phaeosphaeira e planta alta | EQV:Média de phaeosphaeira | EQV:planta alta , colmo fino  | EQV:bom colmo  | EQV:ponta espiga mais danificada "
"H-22-AV-TAF-1002","E202:Y","E202:planta fraca | S2AG:03/fev | E202:18/jan"
"H-22-AV-TAF-1003","S2AG:LY | A203:LY | E102:LY","S2AG:15/jun | E102:hy bom | A203:very good quality  | A203:08/jan | E102:01/jun | A203:very high quality inbred advance, put on tester hetgp B | S2AG:05/fev"
"H-22-AV-TAF-1004","E102:LY | A203:LY | E202:LY | S2AG:LY","E202:2espigas | E102:07/jun | E202:20/jan | A203:14/jan | S2AG:17/jun | S2AG:07/fev"
"H-22-AV-TAF-1013","E202:Y","E202:18/jan | S2AG:05/fev"
"H-22-AV-TAF-1014","E202:Y | S2AG:LY | A203:LY | E102:LY","E202:grm | E102:05/jun | S2AG:05/fev | A203:14/jan | E202:20/jan | S2AG:17/jun"
"H-22-AV-TAF-1019","E102:Y | A203:Y | E202:Y | S2AG:Y","E102:01/jun | A203:not deep kernels | E202:16/jan | S2AG:15/jun | A203:08/jan | S2AG:01/fev"
"H-22-AV-TAF-1020","E202:Y","E202:16/jan"
"H-22-AV-TAF-1021","E202:Y","S2AG:05/fev | E202:16/jan"
"H-22-AV-TAF-1022","E202:Y","S2AG:05/fev | E202:16/jan"
"H-22-AV-TAF-1023","E202:Y","S2AG:03/fev | E202:14/jan"
"H-22-AV-TAF-1026","E202:LY","S2AG:09/fev | E202:16/jan"
"H-22-AV-TAF-1027","S2AG:LY | E102:LY | E202:Y","S2AG:17/jun | S2AG:03/fev | E102:01/jun | E202:18/jan"
"H-22-AV-TAF-1028","E102:LY | E202:Y | S2AG:LY","E202:18/jan | E102:05/jun | S2AG:05/fev | S2AG:19/jun"
"H-22-AV-TAF-1029","E202:Y","S2AG:11/fev | E202:22/jan"
"H-22-AV-TAF-1030","A203:LY | S2AG:Y | E202:Y | E102:LY","E102:05/jun | S2AG:07/fev | S2AG:19/jun | A203:14/jan | E202:18/jan"
"H-22-AV-TAF-1032","E202:Y | E102:LY | A203:LY | S2AG:LY","S2AG:09/fev | S2AG:17/jun | E102:09/jun | E202:20/jan | A203:14/jan"
"H-22-AV-TAF-1034","E202:Y","S2AG:05/fev | E202:16/jan"
"H-22-AV-TAF-1036","E202:Y","E202:16/jan | S2AG:03/fev"
"H-22-AV-TAF-1040","E202:LY | A203:LY | E102:LY | S2AG:LY","A203:good qual plants ok | E202:20/jan | A203:12/jan | S2AG:05/fev | A203:good quality, very bad plant  | S2AG:19/jun | E102:05/jun"
"H-22-AV-TAF-1042","E202:Y","S2AG:03/fev | E202:3,4 | E202:16/jan"
"H-22-AV-TAF-1043","E202:Y","E202:16/jan | S2AG:03/fev"
"H-22-AV-TAF-1048","E202:LY","E202:16/jan | S2AG:05/fev"
"H-22-AV-TAF-1049","E202:LY","S2AG:03/fev | E202:16/jan"
"H-22-AV-TAF-1051","E202:Y","E202:20/jan | S2AG:07/fev"
"H-22-AV-TAF-1053","E202:Y","E202:16/jan"
"H-22-AV-TAF-1054","E202:Y","E202:16/jan"
"H-22-AV-TAF-1055","E202:Y","E202:18/jan | S2AG:07/fev | E202:grm"
"H-22-AV-TAF-1057","E202:Y","S2AG:03/fev | E202:16/jan"
"H-22-AV-TAF-1058","E202:LY","S2AG:03/fev | E202:16/jan"
"H-22-AV-TAF-1059","E202:Y","S2AG:05/fev | E202:16/jan"
"H-22-AV-TAF-1061","E202:Y | S2AG:LY | E102:LY","E102:05/jun | S2AG:07/fev | S2AG:251 and 263 are pcm4….. 263 has all the good things, but the problem is the herbicide | E202:20/jan | S2AG:21/jun"
"H-22-AV-TAF-1064","E202:Y","S2AG:SC1 with this tester would be great | E202:16/jan | S2AG:07/fev"
"H-22-AV-TAF-1067","E202:Y","S2AG:05/fev | E202:16/jan"
"H-22-AV-TAF-1068","E202:LY","S2AG:05/fev | E202:16/jan"
"H-22-AV-TAF-1069","E202:Y","S2AG:07/fev | E202:18/jan | E202:muito ht"
"H-22-AV-TAF-1086","E202:Y","S2AG:05/fev | E202:18/jan"
"H-22-AV-TAF-1087","E202:Y","S2AG:07/fev | E202:16/jan"
"H-22-AV-TAF-1088","E202:Y","S2AG:05/fev | S2AG:not that | E202:16/jan"
"H-22-AV-TAF-1089","E202:Y","E202:16/jan | S2AG:03/fev"
"H-22-AV-TAF-1090","S2AG:LY | E202:Y | E102:LY","E202:20/jan | S2AG:09/fev | E102:07/jun | S2AG:19/jun | E202:observar qualidade se passa, planta excelente "
"H-22-AV-TAF-1091","BR_GO_MORRINHOS:Light Yellow | A203:LY | E102:LY | E202:Y | S2AG:LY | BR_GO_CRISTALINA_AGRITER_2024:01:Light Yellow | BR_GO_CRISTALINA_FUGINI:Light Yellow","E102:03/jun | S2AG:07/fev | S2AG:19/jun | E202:18/jan | A203:good qual, poorer stand, little ace | A203:08/jan"
"H-22-AV-TAF-1092","E102:LY | BR_GO_CRISTALINA_AGRITER_2024:01:Light Yellow | A203:LY | E202:Y | BR_GO_MORRINHOS:Yellow | BR_GO_CRISTALINA_FUGINI:Light Yellow | S2AG:LY","E202:18/jan | A203:10/jan | A203:strong plant medium quality  | S2AG:21/jun | E102:01/jun | S2AG:07/fev"
"H-22-AV-TAF-1093","E202:Y","S2AG:07/fev | E202:18/jan"
"H-22-AV-TAF-1094","E102:LY | E202:Y | S2AG:LY","S2AG:21/jun | E202:observar hsc inverno | S2AG:07/fev | E202:18/jan | E102:03/jun"
"H-22-AV-TAF-1095","E202:LY","S2AG:07/fev | E202:20/jan"
"H-22-AV-TAF-1097","E202:Y","S2AG:low plant vigor with 251, but good plant archetecture, good ear diameter… now start 263 | S2AG:07/fev | E202:18/jan"
"H-22-AV-TAF-1098","E102:LY | E202:Y | A203:LY | S2AG:LY","A203:entra água apesar da ponta  | A203:10/jan | A203:strong qual  | S2AG:07/fev | A203:wow quality, plant ok, Thai inbred consider  | E102:hy bom | E202:16/jan | S2AG:21/jun | E102:03/jun"
"H-22-AV-TAF-1099","BR_GO_MORRINHOS:Light Yellow | S2AG:LY | BR_GO_CRISTALINA_AGRITER_2024:01:Light Yellow | A203:LY | BR_SP_Guaíra_PREDILECTA_2024:01:Light Yellow | E202:Y | E102:LY | BR_GO_CRISTALINA_FUGINI:Light Yellow","BR_GO_CRISTALINA_AGRITER_2024:01:Cs  | A203:good quality and WO Spirku  | S2AG:verificar despalha | E102:05/jun | S2AG:07/fev | A203:10/jan | S2AG:19/jun | E202:18/jan | A203:sweet, but CS"
"H-22-AV-TAF-1100","P1MO:LY | S2AG:LY | E102:LY | E202:Y | A201:LY | BR_SP_Guaíra_PREDILECTA_2024:01:Light Yellow | P1AG:LY | BR_GO_CRISTALINA_FUGINI:Light Yellow | BR_GO_CRISTALINA_AGRITER_2024:01:Light Yellow | BR_GO_MORRINHOS:Light Yellow | P1FU:LY","A201:good qual, taper shape ear, ok plant | P1AG:31/jan | P1AG:01/02 bom porte de planta  | A201:13/jan | E202:20/jan | A201:15/01 | S2AG:07/fev | A201:strong quality; good plant type  | E102:05/jun | S2AG:21/jun"
"H-22-AV-TAF-1101","E202:LY","E202:espiga curta | S2AG:03/fev | E202:14/jan"
"H-22-AV-TAF-1102","E202:LY","S2AG:03/fev | E202:14/jan"
"H-22-AV-TAF-1103","A203:LY | S2AG:LY | E102:LY | E202:Y","A203:very good quality, poor stand  | S2AG:05/fev | A203:não colher germinação, muito fraco de planta acama | A203:12/jan | E202:verificar se não vai ficar muito amarelo | S2AG:17/jun | A203:good quality; plant is bad  | E202:16/jan | E102:03/jun"
"H-22-AV-TAF-1104","E202:Y","S2AG:07/fev | E202:22/jan"
"H-22-AV-TAF-1105","E202:Y","E202:18/jan | S2AG:07/fev"
"H-22-AV-TAF-1106","E202:Y","E202:16/jan | S2AG:05/fev | S2AG:good vigor, plant archechture is good straight and large foliar, good roots"
"H-22-AV-TAF-1107","E202:Y | E102:LY","E102:07/jun | S2AG:07/fev | E202:22/jan"
